Name, Address, Zip, City
Studio Immobiliare Montanari & Associati, via trastevere 203, 203, Roma
Capitale Immobiliare, Viale Beata Vergine del Carmelo  171, 171, Roma
FD Immobiliare S.r.l., via antonio serra 47, 00191, Roma
AREA-RE AURELIO, Via Baldo degli Ubaldi 74, 00167, Roma
Doppio Ingresso, Via Galvani 17, 00153, Roma
CR Immobili Roma, via Erasmo Gattamelata 73, 00176, Roma
Affiliato Frimm - Studio Nuovo Salario , Piazza Filattiera 2/3, 00139, Roma
AGENZIA IMMOBILIARE BISOZZI, Via Rodi  4, 00053, Civitavecchia
Ciacci Studio Immobiliare, Via Baldassarre Peruzzi  6, 00153, Roma
Affiliato Tecnocasa: STUDIO CECCHIGNOLA S.R.L.S., Via dei Genieri   129/131, 129, Roma
Mattei Maison Studio Immobiliare di Barbara Mattei, Via Carlo Pascal 6, 00167, Roma
Elite Luxury Property, Via  snc, 00147, Roma
Deka Immobiliare, Via Cogoleto 96, 00168, Roma
Fidia St. Mm Di Lamanna A., Via Elio Donato 25, 00136, Roma
Casaitaly.it, Via Ludovisi 35, 00187, Roma
Immobilteam 2003 S.r.l., via arnaldo cervesato  34, 00159, Roma
Roos Immobiliare di Oscar Roncadin, Piazza di Spagna 9, 00187, Roma
Prenestino Immobiliare s.r.l., Via Roberto Malatesta  115, 115, Roma
Affiliato Tecnocasa: IMMOBILIARE SPINACETO S.R.L., via dei caduti della guerra di liberazio 590, 590, Roma
Proposte Immobiliari, Viale San Lorenzo 58, 00040, Ardea
Menc Immobiliare di D'Andretta Emanuele, Via Nomentana 643, 643, Roma
PFT IMMOBILIARE, Piazza Antonio Mancini 4, 00196, Roma
Punto Immobiliare Appio Claudio s.r.l, Via Tuscolana  1364, 1364, Roma
Affiliato Tecnorete: MONTEVERDE VECCHIO PAMPHILI SRL, Viale di Villa Pamphili 65a/b, 00152, Roma
R.C.Immobili S.R.L., Piazza Zama 3, 00183, Roma
Tecnostores, Via A.G. Bragaglia 33, 00123, Roma
Affiliato Tecnocasa: GLICINI MEDIAZIONE SRLS, via dei glicini   64/e, 00172, Roma
Affiliato Tecnocasa: DSA IMMOBILIARE S.R.L.S, via del Torraccio di Torrenova   99, 00133, Roma
AGENZIA IMMOBILIARE GM DI MACRI' GIULIO, VIA Maremmana 47, 00030, Cesareo
Affiliato Tecnocasa: STUDIO COLLEVERDE  SRL, Via Monte Bianco 12, 00012, Montecelio
Affiliato Tecnocasa: COLLE PRENESTINO HOUSE SOLUTION S.R.L., VIA MIRABELLA ECLANO   11, 00132, Roma
Agenzia Attanasio, Via Belsiana 16, 00187, Roma
Martina immobiliare, Via Verbania 1, 00182, Roma
Case Piu Studio Immobiliare, Via Boezio 6, 00193, Roma
Progetto casa srls, Via Garibaldi  106, 106, Montecelio
Quadrifoglio Immobiliare Srl Cinecittà, Via Calpurnio Fiamma 55, 00175, Roma
Affiliato Tecnocasa: IMMOBILIARE TORREVECCHIA SRLS, LARGO MILLESIMO  13, 00168, Roma
Affiliato Tecnocasa: STUDIO BALDUINA S.R.L., piazzale delle medaglie d'oro  27, 00136, Roma
Future Home Servizi Immobiliari, Via delle Baleniere 96, 00121, Roma
TEMPOCASA Roma Bologna, Via Giovanni da Procida 17, 00162, Roma
Astaldi RE S.R.L., Via Po 9, 00198, Roma
Casegroup Srls, piazza Augusto Lorenzini 1, 00149, Roma
BUY HOME- Agenzia Portuense, Viale Isacco Newton 22, 00151, Roma
Grimaldi Montagnola, Via Aristide Leonori  127, 127, Roma
Centocase Srl, Via Costantino Maes 83, 00162, Roma
topcasaroma.it, Via Cogoleto 80, 00168, Roma
Fenice Immobiliare di Carlo Di Gennaro, Viale Aldo Ballarin  4, 00142, Roma
AREA-RE PORTUENSE, largo gaetano la loggia 11, 00149, Roma
Universo Casa srl, Via Adolfo Omodeo  56, 00179, Roma
LLOYD AGENCY, via filippo nicolai 40, 00136, Roma
Aventino Immobiliare, Via Luca della Robbia  78, 00153, Roma
MEDIAZIONI IMMOBILIARI, Via Illiria 3/5, 00183, Roma
Affiliato Tecnorete: VILLANOVA 2018 SRL, Via Giuseppe Massari 2, 00012, Montecelio
AVENTINO AGENCY SRL, Viale Aventino 84, 00153, Roma
GSA RE Agency, Via Properzio  5, 00193, Roma
FRIMM Giustiniana, Via della Giustiniana 71, 00188, Roma
Metriquadri Network Immobiliare, Via Brenta - (Palazzo Coppedè) 2 A, 00198, Roma
Realty Italia Immobiliare Srl, Via Giovanni Antonelli 47, 00197, Roma
Divisione di Studio M Di Giuseppina Lauridia, Via Capo D'Africa 16, 00184, Roma
Visaggio Immobiliare, Via Maddalena Di Canossa 30/32, 00151, Roma
AT STUDIO IMMOBILIARE, Via Asiago  2, 00195, Roma
PP IMMOBILIARE, Via Venosa 44, 00178, Roma
Sinatra Real Estate Agency, Via Stresa 113, 113, Roma
Coldwell Banker - Residential Agency, Via Aurelia 252-254, 252, Marinella
NUOVA SALIS S.A.S., VIA VIGLIENA 10, 00192, Roma
Affiliato Tecnocasa: STUDIO ACILIA S.R.L., Via Antonio Alabanti  18, 00125, Roma
Affiliato Tecnocasa: STUDIO RE DI ROMA S.R.L., Via Aosta  77, 00182, Roma
HFIMMOBILIARE SRL CR unipersonale, Viale Delle Milizie  34, 00192, Roma
GlobalHouses Immobiliare, Via Maurizio Morris 34, 00061, Sabazia
AGENZIA IMMOBILIARE LYDIA , VIA ARDEATINA  314, 314, Anzio
LA CASA agency - POMEZIA PONTINA - TITO FLAVIO SRL , Via Orazio 8, 00071, Pomezia
REALE CASA, via degli aceri  75/A, 00172, Roma
Gruppo Viola Immobiliare S.r.l., via Trionfale 25, 00195, Roma
Affiliato Tecnocasa: STUDIO MONTEVERDE VECCHIO 3 S.R.L., Via Giacinto Carini  65, 00152, Roma
SEDNA Investimenti Immobiliari srl, via Trastevere 209, 209, Roma
Loca3 tecnici Immobiliari , via livorno 13, 00040, Ardea
Affiliato Toscano Appia Pignatelli, Via Appia Pignatelli 338/340, 338, Roma
RE ImmobiliarI, Via Giovanni Pittaluga  17, 00159, Roma
AFFILIATO TECNORETE: IMMOBILIARE LANCIANI 2 SRL, Via Ignazio Giorgi   57/59, 00162, Roma
Emmelle Consulenze Immobiliari, Via Quinto Pedio 11, 00175, Roma
Affiliato Tecnorete: TOR SAPIENZA S.R.L., via di tor sapienza  117, 117, Roma
TOWER TRADING, Via Dei Cerchi 75, 00186, Roma
Urbana Immobiliare, via Urbana 60, 00184, Roma
Gabetti Franchising  Roma - Esquilino Monti /San Giovanni  GI.MA, via Merulana  75, 00185, Roma
Gabetti - Agenzia Bravetta Casetta Mattei- ROMA, Via Silvestri 230, 230, Roma
SM Immobiliare , Via Euripide 12, 00125, Roma
L'IMMOBILIARE di Nicola Sommella srls, Via Guido De Ruggiero  40, 00142, Roma
Pennese Immobiliare, Via L. dal Verme 21, 00176, Roma
Immobiliare Meligeni S.R.L., Via Federico Cesi 21, 00193, Roma
V&V Park Palace Real Estate, Via Ludovisi 35, 00187, Roma
Capitalis Immobiliare di Alessandro Tobia, Via Ennio Bonifazi 35/37, 00167, Roma
Affiliato Tecnocasa: STUDIO MONTEVERDE NUOVO S.R.L., PIAZZA SAN GIOVANNI DI DIO  6, 00152, Roma
Grimaldi Roma Cipro, via Andrea Doria    65, 00192, Roma
Chiavi Di Roma Immobiliare, Via Lutezia 2, 00198, Roma
TEMPOCASA Roma Ottavia, Via Casal del Marmo 264B, 264, Roma
MAMERTIMMOBILIARE, Via Piave  17, 00046, Grottaferrata
UNION RE, Via della Mendola 270, 270, Roma
ABITARE IN... di Fraepa srl, Via Lovanio 1, 00198, Roma
EFFE  T Servizi Immobiliari, nino bixio 23, 00100, Roma
PROFESSIONISTI RE, Via Fabio Massimo 107, 107, Roma
Serse srl, via pistoiese 57, 00138, Roma
Imperiale Real Estate srls, Corso di Francia 165/c, 165, Roma
Gabetti Roma Conca d'Oro - Montesacro, Via Conca d'Oro  254, 254, Roma
Case Belle Immobiliare, via merulana 131, 131, Roma
RE/MAX Unlimited, Via Laura Mantegazza  64, 00152, Roma
Colleromano Real Estate, Strada Provinciale Tiberina km 9,2, 00060, Riano
Diemme Immobiliare, via Marcantonio Bragadin 18, 00136, Roma
Re/Max Unica, Via Laurentina 25/d, 00040, Ardea
La Navicella- Agenzia Immobiliare, Via Celimontana 36, 00184, Roma
ESSEGÌ SRL, Via Ventotene 18, 00139, Roma
Gruppo Progetim, Via del Casale Giuliani  49/51, 00141, Roma
Immobiliare Monardo , Via Palo Laziale 7, 00055, Ladispoli
Solo Affitti - Roma 3 -  Marco di Meo , Via Gallia 156, 156, Roma
INGELMAN IMMOBILIARE, via ugo de Carolis 31, 00136, Roma
ISTITUTO IMMOBILIARE DI ROMA, Via gigi chessa 488, 488, Roma
Lr Casa, via torrevecchia 5b, 00168, Roma
Affiliato Tecnorete: SPINACETO 2013 S.R.L., VIA DI MEZZOCAMMINO  147, 147, Roma
Fila Immobiliare, via felice anerio  31, 00199, Roma
Affiliato Tecnorete: MAGLIANA NUOVA MEDIAZIONI S.R.L.S, via ernesto nathan  9, 00146, Roma
Promedia Srls, via dei bresciani 23, 00186, Roma
Mediazioni immobiliari s.r.l s , pian due torri 48, 00149, Roma
Affiliato Tecnocasa: BENTA S.R.L., VIA DI MORENA   124, 124, Ciampino
Solo Affitti - Agenzia Ciampino 2, Via Mura dei Francesi 69, 00043, Ciampino
Pa.Ma. Immobiliare, Via Tuscolana 44, 00044, Frascati
Solo Affitti - Roma 9, Via Giovanni Volpato 1, 00146, Roma
Edil Proget sas, Via Umberto Giordano 95, 00124, Roma
Caber Group, Via Lorenzo il Magnifico 36A, 00162, Roma
Habitat Immobiliare, Via Catullo 17 a, 00040, Pomezia
AFFITTI POINT IMMOBILIARE, VIA ATTILIO HORTIS  65, 00177, Roma
In&out Immobiliare Roma S.r.l., Via Manfredi Azzarita 19, 00189, Roma
IN & HOUSE, via dei monti parioli 49a, 00197, Roma
Mediazionecasa, Circonvallazione Tuscolana 30, 00174, Roma
Affiliato Tecnocasa: STUDIO IMMOBILIARE TORRINO S.R.L., via della grande muraglia  160, 160, Roma
SoloAffitti Anguillara Sabazia -  Fabio Brancaleoni D.I., Largo dello zodiaco 11, 00061, Sabazia
GREEN R.E. DI G. PATRONI, DEI DELFINI  36, 00186, Roma
B&B Promozioni Immobiliari, Via Apollo Pizio 7, 00135, Roma
TETI RE, via bartolomeo cristofori 13, 00146, Roma
EUROPA RESIDENCE IMMOBILIARE, Via Taranto 59 E, 00182, Roma
Affiliato Tecnocasa: STUDIO PRIMAVERA S.R.L., via della primavera  29/A, 00172, Roma
Immobiliare Casalago, VIA GARIBALDI 13, 00069, Romano
Fatucci Immobiliare, Via G. F. Ingrassia  33, 00152, Roma
MATERIA IMMOBILIARE, Via Angelo Emo 84, 00136, Roma
IMMOBILIARE MAZZILLI, via Aurelia 718, 718, Roma
NUOVA CASA IMMOBILIARE SRL, VIA CASILINA  1890i, 1890, Roma
Rassegna Aste Giudiziarie, Piazza Marconi 5, 00048, Nettuno
AC Consulenze Immobiliari, Via Tocco da Casauria  18/A, 00131, Roma
Servizi Fondiari srl, Via di Propaganda 16, 00187, Roma
Affiliato Tecnocasa: GIARDINETTI MEDIAZIONE S.R.L., via dei giardinetti   94, 00133, Roma
FEM srl, via federico zuccari  2 A, 00153, Roma
Abinvest Immobiliare di Fabrizio Cordova s.a.s., Via Monte Zebio 32, 00195, Roma
Quadrifoglio Immobiliare srl Baldissera, Via Baldissera 18, 00159, Roma
WONDERHOME Italian Luxury Real Estate, Via Del Leone (Piazza S. L. In Lucina) 13, 00186, Roma
Gruppo-T, via isacco newton 126, 126, Roma
Gabetti - Agenzia Aurelia - ROMA - Aurelia Immobiliare Srl, Via Baldo Degli Ubaldi 215, 215, Roma
mediazioni la capitale srls, via tuscolana 99, 00044, Frascati
Affiliato Tecnorete: STUDIO TIBURTINA 4 SRL, VIA DELLE CAVE DI PIETRALATA   11/B, 00159, Roma
Spartivento 77, Via Capo Spartivento 77, 00122, Roma
Quadrifoglio Immobiliare srl Gattamelata, Via Erasmo Gattamelata 121, 121, Roma
MINGIACCHI SERVIZI IMMOBILIARI, VIA VITTORIO VENETO 65, 00048, Nettuno
Affiliato Tecnorete: STUDIO IMMOBILIARE SOMALIA S.R.L., Viale Somalia  155, 155, Roma
Schild&Co. Immobiliare S.R.L., Via Casal Selce 337/C, 337, Roma
Servizi Immobiliari Piazza Cavour, Via Giuseppe Gioacchino Belli 77, 00193, Roma
Quality immobiliare, via Leone IV 36, 00192, Roma
Immobilvarese, Via Varese 15, 00185, Roma
Holding Immobiliare Diamonds S.r.l., Viale Liegi  33, 00198, Roma
Giuseppe Torrisi, via Ceresio  24, 00199, Roma
GM REAL ESTATE ITALY, Corso del popolo  14, 00046, Grottaferrata
Real Estate Plus Srl, Via fernando colombo 12, 00149, Roma
Mosaico Immobiliare s.r.l., Via Luigi Arati  15a, 00151, Roma
Sebastiano Quarantelli, Via Palermo 43, 00184, Roma
LuxuryBrick, Ludovisi  35, 00187, Roma
Stimacasa - Balduina, Piazza Giovenale 22, 00136, Roma
Studio Immobiliare Centro Case, Via Isacco Artom 79, 00151, Roma
L'IMMOBILIARE.COM - ROMA BALDUINA, Via Romeo Rodriguez Pereira  162, 162, Roma
Affiliato Tecnocasa: STUDIO TRIPOLI 1 S.R.L., via tripoli  33/a, 00199, Roma
Di Paolo Immobiliare, viale Gottardo  86, 00141, Roma
TIGI IMMOBILIARE, Via dei Conti di Tuscolo 5, 00175, Roma
Le case di Paola srl, via Bergamo 18, 00040, Ardea
REMAX Qualità, Piazza Marco Mastrofini 2, 00040, Compatri
Volpe s.r.l, Via Luca della Robbia 25, 00153, Roma
RE/MAX Absolute, Via Cristoforo Colombo 440, 440, Roma
nodo immobiliare srl, via di pietralata 157, 157, Roma
Grande Immobiliare srl, via Circonvallazione Gianicolense 262, 262, Roma
Mediocasa Affiliato: Andrea Dell' Alpi  D.I., Via della Giuliana 29, 00195, Roma
FreeStars Immobiliare, Via Romana 22, 00061, Sabazia
Mieli Case, Via Salaria 254, 254, Roma
 AG Galli Intermediazioni Immobili, via Cesare Zavattini 43, 00137, Roma
Roberto Tribuzzi, via Umbertide 41, 00179, Roma
DP Immobiliare Roma, via Padova  9, 00161, Roma
Solo Affitti - Agenzia Roma Master 1, Via Francesco Acri    68, 00142, Roma
AG.EU. 2000 srl, via Elvio Pertinace  20, 00145, Roma
Frimm Gianicolense, Circonvallazione Gianicolense 206/a, 206, Roma
Studio Immobiliare Tiberina , via Girardi  3, 00060, Porto
Buildingcase Bologna Immobiliare s.r.l., Via Catania 68, 00161, Roma
TIZIANA MOLINARI IMMOBILIARE, Via Euripide  28, 00125, Roma
 MEDIA SERVICE IMMOBILIARE SRL, VIA PO 150, 150, Roma
STUDIO QUATTRO VENTI, VIALE QUATTRO VENTI 68, 00152, Roma
SVILUPPO IMMOBILIARE REAL ESTATE, via Giovanni Gastaldi 33, 00128, Roma
Affiliato Tecnorete: IMMOBILIARE LA RUSTICA S.R.L., via della rustica  273/E, 273, Roma
Remax Going Home, Via di Torrevecchia 124/C, 124, Roma
Tiburno Immobiliare srls, via maremmana 128/130, 128, Montecelio
Immobiliare Rossetti, Via Pompei 13 int 4, 00183, Roma
1% IMMOBILIARE, Via Oreste Tommasini 37, 00162, Roma
Affiliato Tecnocasa: STUDIO IMMOBILIARE MONTESACRO S.R.L., Viale adriatico  91/a, 00141, Roma
BUILDINGCASE Cassia - Cassiauno Immobiliare srl, Via Cassia 668, 668, Roma
Gielle immobiliare, via ottavio assarotti 26, 00135, Roma
AG.I.S. di Claudio Spaziani, Via Premuda 6, 00195, Roma
Montesacro Immobiliare SRL, via Martana 9/11, 00141, Roma
RIVETTI IMMOBILIARE, Via Giuseppe zanardelli 36, 00186, Roma
Affiliato Tecnocasa: COLLATINO MEDIAZIONI s.r.l., Via Collatina 63A 63A, 00177, Roma
GC Solution di Giulio Cataudella, Via del Mare 2/D, 00071, Pomezia
Sant'Angelo Servizi, Via Pellegrino Matteucci 104 L, 104, Roma
Cercase Srl, Via Francesco Laparelli 74, 00176, Roma
ProdomusRE, Via Alessandro Varaldo 18, 00145, Roma
GRIMALDI ROMA COLOSSEO - Immobilarte srls, Via Guicciardini  3/A, 00184, Roma
Via Veneto Re di Vittoria Avati, Via Sallustiana 23, 00187, Roma
Agenzia Imm. Furlan, Via Vetulonia  52/i, 00183, Roma
Best immobiliare , via fabrizi  11/b, 00153, Roma
4 VENTI IMMOBILIARE, Viale dei Quattro Venti 56, 00152, Roma
Solution di Martello Maria Rita, Piazza dei Tarquini 3, 00052, Cerveteri
Med investment luxuryre, Via Cagliari  16, 00198, Roma
IMMOBILIARE ROMA PRATI, Via Leone IV 8, 00192, Roma
Affiliato Tecnocasa: IMMOBILIARE CAMILLUCCIA S.R.L., Via Sangemini     100, 100, Roma
Zingaretti Immobiliare, Via Ludovisi 35, 00187, Roma
ScegliCasa Appio Latino, Via Tuscolana  256, 256, Roma
NuovaCasa Mediazioni, Via Montenero Sabino 38, 00131, Roma
Dnd Immobiliare srl, via dei castelli romani 24, 00040, Pomezia
CASAEXPERT SERVIZI IMMOBILIARI, Via Pio Foa 22, 00152, Roma
Solo Affitti Roma11 - Eur - Gens Srl, Via dei Corazzieri 17, 00143, Roma
Affiliato Tecnorete: STUDIO LIBIA S.R.L., Via Tripolitania 106, 106, Roma
Milani Immobiliare, Via Nemorense 37, 00199, Roma
Ap Immobiliare di Angelo Pera, Piazza dei Gerani 6, 00172, Roma
Affiliato Tecnocasa: IMMOBILIARE TORREVECCHIA CENTRO SRL, Via di Torrevecchia  245, 245, Roma
EB Immobiliare S.r.l., via lavezzolo 2, 00127, Roma
Affiliato Tecnorete: IMMOBILIARE PRATI CIPRO, Via Cipro  67, 00136, Roma
Affiliato Tecnorete: PRATI MEDIAZIONI SRLS, VIA CARLO GRABAU   24, 00195, Roma
Solo Affitti - Agenzia di Ladispoli , Via Ancona  104/c, 104, Ladispoli
Errebicase, Piazza di San Bernardo 108/a, 108, Roma
Buildingcase srl, via dardanelli 15, 00195, Roma
Ditta Individuale Pina Fumo, Via dell'aeroporto 76, 00175, Roma
Case di Roma - Luxury Real Estate, Via Ulpiano 47, 00193, Roma
Replat Vision Ostia, VIA ANTONIO ZOTTI  120, 120, Roma
Duelle2 Immobiliare srls, Via Frattina 89, 00187, Roma
Solo Affitti - Roma 4, Circonvallazione Ostiense 179, 179, Roma
Bottiglieri Immobiliare, via del Torraccio di Torrenova 213, 213, Roma
THS Immobiliare S.r.l., Viale Odone Belluzzi 223, 223, Roma
Affiliato Tecnorete: NIU.LA. IMMOBILIARE SRLS, VIA DEL PIANETA TERRA  85/87, 00144, Roma
DIMENSIONE CASA SRL, via adolfo gandiglio 127, 127, Roma
MUSICASA Srl, Via Augusto Riboty 28, 00193, Roma
Obiettivo Casa, via adolfo celi  41, 00139, Roma
Maiurano RE sas di Marco Maiurano , via Giorgio Vigolo 23 23, 00143, Roma
Agenzia Immobiliare Santa Caterina Di Scozzari Angela, VIA 4 NOVEMBRE 13  13, 00043, Ciampino
Trio Immobiliare, Via Pablo Picasso 8, 00013, Mentana
LEADER IMMOBILIARE, Via Angelo Olivieri 110, 110, Roma
Boccea Immobiliare srl, Via dei Monti di Primavalle 260, 260, Roma
LATTANZI IMMOBILIARE DI ALVARO LATTANZI, Viale di Villa Pamphili 37/a, 00152, Roma
Property Advisory S.r.l., Via della Grande Muraglia 45, 00144, Roma
STUDIO BAGNI DI TIVOLI S.R.L., Via Tiburtina  188, 188, Tivoli
Immobiliare Villa Chigi Srls, Salita di Poggio San Lorenzo 12, 00199, Roma
STAFF REAL ESTATE SRL, Via Ivanoe Bonomi 161, 161, Roma
Arancio Immobiliare, Via Canzone del piave 35, 00143, Roma
Coldwell Banker - Real Estate Property Solutions, via Mantova 34, 00198, Roma
Gabetti Roma Pigneto - Studio Pigneto, Via del Pigneto 177, 177, Roma
Intermediazioni Immobiliari, Via Luigi Viola 51, 00124, Roma
Housing in Rome, Via Euticrate 58, 00124, Roma
Immobiliare Cuomo, Via Buonarroti 80, 00053, Civitavecchia
Affiliato Tecnocasa: MORENA TEAM S.R.L., Via della Stazione di Ciampino  18, 00118, Roma
Affiliato Tecnorete: STUDIO IMMOBILIARE MERULANA SRL, VIA MAGNA GRECIA  100, 100, Roma
Affiliato Tecnocasa: STUDIO APPIO TUSCOLANO S.R.L., Largo Michele Unia 12, 00181, Roma
MEDIADOMUS Estate Mediation, VIA DI CENTOCELLE  630-632, 630, Roma
Affiliato Tecnocasa: STUDIO IMMOBILIARE FARNESINA S.R.L.S, VIA DEGLI ORTI DELLA FARNESINA  38/b, 00135, Roma
APM IMMOBILIARE CENTOCELLE, Via Federico Delpino 101/103, 101, Roma
Affiliato Tecnocasa: STUDIO BOCCEA SRL, VIA DI BOCCEA  249, 249, Roma
LB IMMOBILIARE, via niso 11, 00040, Ardea
Palazzetti Immobiliare, Via Della Giuliana 49, 00195, Roma
DOMUS IN ROMA, via dora 2, 00198, Roma
BSS CONSULTING SRL, Via Mineo 89, 00133, Roma
Gabetti - Agenzia Balduina - ROMA, Piazza della Balduina 28, 00136, Roma
SOLUZIONE CASA, piazza re di roma 52, 00182, Roma
Nuova Attici, Passeggiata di Ripetta  26, 00186, Roma
MS IMMOBILIARE DI EMANUELA ACCORRÀ, Viale Castellammare 38, 00054, Fiumicino
SOGECOCASE, Via teodoro monticelli 5, 00197, Roma
Servizi Immobiliari di Daniela D'Angelica, via Flavio Stilicone 264, 264, Roma
Affiliato Tecnocasa: STUDIO ROMA TALENTI SRL, Via Jacopone Da Todi  36/b, 00137, Roma
Affiliato Tecnorete: IMMOBILIARE CINECITTA' EST SRLS, VIALE ANTONIO CIAMARRA  108, 108, Roma
Intermedia Fonte Laurentina, Via G. Scorza  25, 00100, Roma
Affiliato Tecnocasa: STUDIO BUFALOTTA TALENTI S.R.L., Via Della Bufalotta 845/A, 845, Roma
Terzi Immobiliare affiliato Quadrifoglio Immobiliare Monteverde, Via di Monte Verde  106/b, 106, Roma
Agenzia Immobiliare Domizia, Via Lucina Giunone - Frazione S.Severa 18C, 00058, Marinella
VENTURINI IMMOBILIARE                                                      Esperti di Casa, VIA CORNOVECCHIO 4/B, 00188, Roma
IMMOBILIARE ROTINI DI ROTINI SIMONA, VIA CASSIA  1823, 1823, Roma
Affiliato Tecnocasa: CIAMPINO CASE S.R.L.S., Viale del lavoro  30, 00043, Ciampino
Immobiliare Fiumicino s.r.l., Via Anco Marzio  58, 00054, Fiumicino
Coanim, Piazza Cola di Rienzo 69, 00192, Roma
TEMPOCASA Roma Prati Ottaviano, piazzale degli eroi 22/23, 00136, Roma
immobilservice ag.2, via madrid 18, 00043, Ciampino
Affiliato Tecnocasa: FIUMICINO 2013 S.R.L.S., VIA DEL SERBATOIO   14, 00054, Fiumicino
MP IMMOBILIARE SRL, via Giuseppe Zanardelli  5/6, 00186, Roma
Affiliato Tecnocasa: STUDIO TOR TRE TESTE SRLS, Via Davide Campari  12, 00155, Roma
Affiliato Tecnorete: IMMOBILIARE CASALE NEI SRLS, VIA CARLO LUDOVICO BRAGAGLIA  82/84, 00139, Roma
ACADEMY ROMA 1 S.r.l., Ferdinando di Savoia  3, 00196, Roma
Studio Roma - Immobiliare Roma, L.go A. Pepere 16 - V.le Eroi di Rodi  150, 150, Roma
Affiliato Tecnocasa: STUDIO ESQUILINO S.R.L., via Principe Eugenio    74, 00185, Roma
Paola Ciotti IMMOBILIARE, viale della grande muraglia  488, 488, Roma
GENESI IMMOBILIARE, Via claudio 44, 00122, Roma
EB SERVIZI IMMOBILIARI SRL, VIALE DELL'UMANESIMO  308, 308, Roma
Tema group one, Via Vittorio Metz 45, 00173, Roma
Solo Affitti - Agenzia Roma 6, Viale Paolo Orlando 16, 00122, Roma
area-re agenzia colombo, Via Fonte Buono 83, 00142, Roma
ImmobilCase Srls, Via Vincenzo Brunacci  15, 00146, Roma
Affiliato Tecnorete: IMMOBILIARE CENTOCELLE S.R.L., VIA FEDERICO DELPINO 19, 00171, Roma
Garibaldi Immobiliare di Stefano Garibaldi, Viale Dell'Unione 1, 00012, Montecelio
Gruppo Unica Re Agency Agenzia Roma 3, Via Tuscolana  1432, 1432, Roma
Studio Immobiliare Imbimbo, Circonvallazione Clodia 36A, 00195, Roma
Ricci Immobiliare, Via Monti della Valchetta 82, 00188, Roma
Quadrifoglio Immobiliare Partenope, Viale Partenope 14, 00100, Roma
MARX S.R.L., Viale Marx   70/72, 00137, Roma
Toscano - Punto Imm.re Casalmonastero, Viale Ratto delle Sabine 29, 00131, Roma
IN CASA, via Roberto Malatesta  84, 00176, Roma
AAAC Agenzia Immobiliare Roma, Viale Liegi 44, 00198, Roma
Studio Immobiliare Costantini, Via L. Settembrini 49, 00013, Nuova
country house srl, borgo garibaldi  80, 00041, Laziale
Maurizio Rossi, via dei Cavolelli 4, 00063, Roma
Solo Affitti - Agenzia di Pomezia 1, Via Roma  73, 00071, Pomezia
Affiliato Tecnorete: IMMOBILIARE RE DI ROMA SRLS, Via Aosta 25, 00182, Roma
Immobil Roma, Via Quintilio Varo 55, 00174, Roma
Cinque Immobiliare, Via Monopoli 27, 00133, Roma
Lam Immobiliare, Corso Trieste 99/A, 00198, Roma
Affiliato Tecnocasa: IMMOBILIARE OSTIA 2018 S.R.L., VIA DELLE CANARIE 71, 00121, Roma
P&G srl, via della repubblica  28/B, 00040, Marino
MDM IMMOBILIARE, via degli Scipioni 71, 00192, Roma
Consulenza Casa, via dell' artigianato 6, 00046, Grottaferrata
Studio Immobiliare Pompeo, Viale Liegi 7, 00198, Roma
Gruppo Savelli Immobiliare s.r.l.s, Viale Giustiniano Imperatore 174, 174, Roma
Locazioni industriali srl, Via del porto fluviale 32, 00154, Roma
Affiliato Tecnocasa: NUOVA TIBURTINA SRLS, Via Tiburtina  545, 545, Roma
Spinelli Immobiliare, Viale Europa  300, 300, Roma
Affiliato Tecnocasa: IMMOBILIARE NEMORENSE S.R.L.S, Via Nemorense   146, 146, Roma
G&G Consulting And Services, Via Monte Pollino  27, 00015, Monterotondo
E.P. Servizi Immobiliari, via otranto 45, 00195, Roma
SG IMMOBILIARE, via Pindaro 106, 106, Roma
THE CITY, Via In Arcione  98, 00187, Roma
Benimmobili, Via Carlo Dolci 4, 00191, Roma
Affiliato Tecnorete: Studio Immobiliare Roma Re s.r.l., Viale Carnaro   12e, 00141, Roma
Affiliato Tecnorete: STUDIO PARIOLI S.R.L.S, Viale Bruno Buozzi   35, 00197, Roma
AFFILIATO TECNOCASA: STUDIO SMA UNO SRL, VIA DI SANTA MARIA AUSILIATRICE  24, 00181, Roma
DELLE VITTORIE, Via Timavo 22, 00195, Roma
LA CASA agency - ROMA CIPRO - MARZULLI MARCO, VIA EMO ANGELO 32, 00136, Roma
Affiliato Tecnocasa: IMMOBILIARE CASILINA GROTTE CELONI S.R.L.S, Via Acquaroni   92 B-C, 00133, Roma
Lapo Immobiliare, via di rocca cencia  19/b, 00132, Roma
L'Agenzia Immobiliare di Gabriella Giampietro, Via Merulana 210/211, 210, Roma
M&P Immmobiliare, Via Ardeatina 413, 413, Anzio
Bianca Costruzioni srls, Via Menandro 18, 00124, Roma
Servizi Immobiliari Prati, Via Plinio   18, 00193, Roma
GENIUS CASE, via delle milizie 68, 00192, Roma
JESSICA SANDOLO, Viale Bruno Buozzi  82, 00197, Roma
ANNA NICOLETTI IMMOBILIARE, via Licinio Calvo  48, 00136, Roma
Affiliato Retecasa - Roma, Via Aldo Manuzio 3, 00153, Roma
YouTooStudio, VIA ALESSIO BALDOVINETTI 97/99, 00142, Roma
Studio Libero S.r.l., Via Girolamo Benzoni 28A, 00154, Roma
